CustomerID,recency,frequency,monetary,avg_order_value,target_60day_revenue
13313,80,3,918.34,306.11333333333334,636.98
13314,2,2,589.47,294.735,186.47
13316,19,3,4463.56,1487.8533333333335,1514.17
13317,5,6,2273.68,378.94666666666666,0.0
13319,6,21,8248.58,392.7895238095238,2596.9700000000003
13320,17,4,1548.7,387.175,0.0
13321,11,2,567.36,283.68,0.0
13323,23,1,120.30000000000001,120.30000000000001,667.5500000000001
13324,29,9,6437.83,715.3144444444445,684.12
13325,21,1,675.3,675.3,0.0
13327,52,7,2738.75,391.25,889.02
13328,255,1,1308.48,1308.48,0.0
13329,306,1,304.2,304.2,484.79999999999995
13330,32,3,1140.93,380.31,0.0
13334,21,3,3536.82,1178.94,0.0
13336,16,1,795.12,795.12,0.0
13338,97,1,487.02,487.02,0.0
13339,140,1,860.12,860.12,0.0
13340,45,5,9229.54,1845.9080000000001,1506.94
13341,200,1,775.85,775.85,0.0
13343,117,1,353.43,353.43,0.0
13344,7,3,2543.72,847.9066666666666,0.0
13345,227,1,389.5,389.5,0.0
13347,9,1,341.36,341.36,0.0
13348,3,1,233.76,233.76,0.0
13350,18,1,646.57,646.57,332.55
13351,5,1,373.94,373.94,0.0
13354,10,1,743.53,743.53,0.0
13355,61,1,674.7,674.7,0.0
13356,19,1,768.24,768.24,0.0
13357,196,1,609.95,609.95,0.0
13358,208,1,439.03,439.03,0.0
13359,3,1,439.56,439.56,0.0
13362,185,2,1581.53,790.765,1509.21
13364,10,1,134.95999999999998,134.95999999999998,0.0
13365,157,1,700.6,700.6,1524.77
13368,196,2,623.4,311.7,0.0
13369,305,1,308.28000000000003,308.28000000000003,0.0
13370,311,1,754.87,754.87,0.0
13372,29,1,378.64,378.64,0.0
13373,0,3,3312.25,1104.0833333333333,0.0
13375,28,1,778.65,778.65,0.0
13376,38,3,1019.76,339.92,0.0
13379,7,2,435.82,217.91,136.74
13381,28,5,2982.23,596.446,657.08
13382,220,1,222.99,222.99,0.0
13384,13,5,3131.4700000000003,626.2940000000001,1020.46
13385,269,1,534.57,534.57,0.0
13388,70,2,677.1,338.55,0.0
13389,14,2,580.15,290.075,217.81
13390,14,1,544.08,544.08,0.0
13391,143,1,59.8,59.8,0.0
13394,17,6,1846.19,307.6983333333333,673.83
13395,124,1,307.72,307.72,0.0
13396,258,1,387.27000000000004,387.27000000000004,973.72
13397,12,5,1544.13,308.826,0.0
13398,131,1,457.34,457.34,0.0
13402,66,2,621.23,310.615,0.0
13404,152,1,217.81,217.81,34.68
13405,13,3,572.451,190.817,0.0
13408,6,48,21376.84,445.35083333333336,6740.2
13410,14,4,728.66,182.165,274.40000000000003
13411,46,1,213.55,213.55,0.0
13414,73,3,1390.5,463.5,0.0
13416,20,1,275.0,275.0,437.5
13417,144,1,236.0,236.0,404.83
13418,0,17,5438.81,319.93,688.62
13419,3,1,221.06,221.06,0.0
13420,89,2,159.85,79.925,0.0
13421,229,1,825.04,825.04,1026.04
13422,3,1,2626.3,2626.3,0.0
13425,47,3,1624.21,541.4033333333333,0.0
13426,3,7,2708.11,386.8728571428572,933.21
13427,59,2,464.86,232.43,117.74000000000001
13429,14,1,330.6,330.6,676.2
13430,25,1,336.31,336.31,343.14
13431,6,2,1269.1,634.55,0.0
13434,13,2,534.24,267.12,0.0
13435,14,4,1973.02,493.255,1836.8700000000001
13437,38,4,2173.6,543.4,1234.46
13439,194,1,283.71,283.71,0.0
13441,31,1,296.64,296.64,0.0
13448,19,5,2489.05,497.81000000000006,1050.3200000000002
13450,28,5,1727.28,345.456,316.44
13451,65,4,2463.39,615.8475,512.76
13452,198,2,590.0,295.0,0.0
13453,105,2,356.97999999999996,178.48999999999998,0.0
13455,305,1,692.94,692.94,365.4
13456,2,4,1309.8200000000002,327.45500000000004,456.90000000000003
13458,5,11,8176.78,743.3436363636364,1469.79
13461,78,2,884.2,442.1,560.8
13462,192,1,151.5,151.5,0.0
13466,123,1,307.9,307.9,0.0
13468,5,31,4977.19,160.55451612903224,727.78
13470,38,2,165.0,82.5,0.0
13473,0,2,422.64,211.32,0.0
13474,175,1,229.59,229.59,0.0
13475,130,4,1431.78,357.945,0.0
13476,118,2,1238.47,619.235,0.0
13477,77,4,899.55,224.8875,555.03
13479,140,2,300.95,150.475,0.0
13481,47,4,1361.33,340.3325,443.23
13482,171,1,184.64,184.64,0.0
13483,5,1,140.34,140.34,0.0
13484,180,1,313.8,313.8,0.0
13485,172,1,454.24,454.24,0.0
13486,17,3,1122.41,374.1366666666667,0.0
13487,152,2,408.8,204.4,166.6
13488,11,11,7367.19,669.7445454545455,1601.12
13489,44,4,449.52,112.38,0.0
13491,87,9,1088.45,120.9388888888889,127.37
13492,75,3,1269.84,423.28,0.0
13493,214,2,618.63,309.315,0.0
13494,251,1,316.26000000000005,316.26000000000005,0.0
13495,171,3,1072.43,357.4766666666667,972.44
13496,299,1,501.01,501.01,152.32
13497,222,2,348.05,174.025,0.0
13499,13,3,613.85,204.61666666666667,545.26
13500,62,1,326.4,326.4,840.37
13501,227,1,1340.32,1340.32,0.0
13502,214,2,189.16,94.58,102.84
13503,10,1,216.85,216.85,0.0
13504,3,1,295.93,295.93,0.0
13505,12,4,4393.63,1098.4075,0.0
13506,255,2,458.52,229.26,0.0
13507,37,3,2022.79,674.2633333333333,456.37
13508,183,1,110.97,110.97,0.0
13509,39,5,705.02,141.004,274.7
13510,34,2,897.81,448.905,893.75
13512,200,1,251.21,251.21,0.0
13513,66,1,205.1,205.1,0.0
13514,13,1,152.20000000000002,152.20000000000002,0.0
13515,12,4,891.12,222.78,0.0
13516,12,2,620.41,310.205,769.0
13517,46,2,1612.18,806.09,516.24
13518,25,1,659.4399999999999,659.4399999999999,0.0
13519,17,1,122.75,122.75,0.0
13520,77,5,2947.98,589.596,676.37
13523,139,3,2369.24,789.7466666666666,1595.64
13524,21,4,483.86,120.965,196.32
13525,187,1,282.88,282.88,345.9
13527,29,6,1861.14,310.19,426.37
13529,18,2,307.76,153.88,0.0
13531,144,2,483.8,241.9,0.0
13533,122,3,270.79,90.26333333333334,0.0
13534,47,21,4371.53,208.16809523809522,1498.55
13536,14,1,455.17,455.17,2993.12
13538,33,6,990.75,165.125,290.1
13539,25,3,631.34,210.4466666666667,0.0
13544,180,1,122.91,122.91,168.5
13546,140,1,188.16,188.16,438.83
13548,35,2,682.41,341.205,0.0
13549,3,6,832.2,138.70000000000002,86.0
13551,258,1,91.80000000000001,91.80000000000001,0.0
13552,5,12,3740.07,311.6725,0.0
13555,13,4,4149.28,1037.32,0.0
13557,220,1,240.68,240.68,343.38
13558,1,2,323.25,161.625,281.81
13561,155,1,141.85999999999999,141.85999999999999,0.0
13562,21,3,1799.33,599.7766666666666,0.0
13563,23,2,777.53,388.765,0.0
13564,83,3,1749.02,583.0066666666667,0.0
13565,273,1,110.17999999999999,110.17999999999999,130.04
13566,22,1,585.1800000000001,585.1800000000001,289.53000000000003
13568,112,1,192.85,192.85,0.0
13569,307,1,118.32,118.32,255.43
13570,182,1,239.49,239.49,0.0
13571,8,8,1289.11,161.13875,803.21
13572,145,1,1384.25,1384.25,0.0
13573,192,1,31.770000000000003,31.770000000000003,262.63
13575,10,3,477.21,159.07,254.85999999999999
13576,10,14,5343.38,381.67,1373.96
13577,32,3,1193.8,397.93333333333334,493.8
13579,308,1,164.70000000000002,164.70000000000002,302.34
13581,248,1,118.0,118.0,0.0
13583,95,1,781.03,781.03,0.0
13584,246,1,142.4,142.4,0.0
13587,3,1,712.4,712.4,0.0
13588,26,5,1605.94,321.188,873.01
13589,119,1,147.0,147.0,232.65
13590,90,4,1116.38,279.095,865.54
13591,4,3,1117.13,372.3766666666667,0.0
13592,145,3,205.51,68.50333333333333,42.45
13593,47,5,2037.0800000000002,407.41600000000005,0.0
13599,24,10,2833.88,283.38800000000003,2319.79
13600,251,1,219.52,219.52,0.0
13601,150,1,373.2,373.2,320.12
13602,4,1,428.89,428.89,0.0
13606,182,2,250.42,125.21,30.119999999999997
13610,49,5,776.21,155.24200000000002,355.67
13611,28,3,1171.8,390.59999999999997,0.0
13614,28,3,1097.13,365.71000000000004,513.33
13615,258,1,417.69,417.69,0.0
13617,52,2,365.7,182.85,178.48000000000002
13618,113,1,177.34,177.34,0.0
13621,56,1,213.85,213.85,0.0
13623,149,4,551.92,137.98,195.86
13626,192,1,257.23,257.23,0.0
13627,18,4,1334.18,333.545,304.29
13629,3,9,6255.36,695.04,1537.0
13630,15,6,1799.78,299.9633333333333,231.99999999999997
13631,39,11,3070.42,279.1290909090909,0.0
13632,113,3,814.6,271.53333333333336,1306.67
13634,26,4,1372.28,343.07,202.88
13635,7,1,1071.03,1071.03,0.0
13636,61,4,646.55,161.6375,302.57
13637,126,2,684.85,342.425,125.65
13639,13,1,1033.34,1033.34,0.0
13642,155,1,354.8,354.8,0.0
13643,38,2,259.40000000000003,129.70000000000002,260.04
13644,13,2,1398.6100000000001,699.3050000000001,1225.65
13645,59,1,252.1,252.1,0.0
13647,10,3,1275.9,425.3,402.22
13649,196,2,346.6,173.3,0.0
13650,6,5,1538.1000000000001,307.62,298.24
13652,196,2,638.24,319.12,456.84000000000003
13654,84,4,1714.27,428.5675,993.0600000000001
13655,53,2,932.97,466.485,0.0
13656,104,2,379.65,189.825,0.0
13657,141,1,152.34,152.34,229.8
13658,24,3,2096.77,698.9233333333333,542.4
13659,145,2,1573.2,786.6,0.0
13662,25,3,897.76,299.25333333333333,0.0
13663,118,1,189.47,189.47,0.0
13666,226,2,64.05,32.025,20.6
13667,88,1,305.02,305.02,0.0
13668,52,16,4934.87,308.429375,1428.72
13669,89,1,48.150000000000006,48.150000000000006,170.39999999999998
13670,14,1,349.7,349.7,0.0
13672,240,2,186.39000000000001,93.19500000000001,0.0
13675,90,2,486.82000000000005,243.41000000000003,0.0
13678,91,1,232.6,232.6,0.0
13680,277,2,2391.59,1195.795,1330.83
13681,8,2,531.08,265.54,296.75
13682,126,1,59.5,59.5,0.0
13684,225,1,67.23,67.23,0.0
13686,122,1,72.0,72.0,0.0
13689,2,1,910.0,910.0,0.0
13692,153,2,871.58,435.79,616.74
13694,11,42,51527.06,1226.8347619047618,13512.56
13695,3,14,2207.35,157.66785714285714,296.78000000000003
13699,94,1,308.58000000000004,308.58000000000004,0.0
13700,32,8,1651.26,206.4075,613.86
13703,257,1,99.5,99.5,0.0
13704,13,5,1289.4,257.88,1018.6600000000001
13705,84,2,522.68,261.34,189.18
13706,242,1,330.79,330.79,0.0
13707,206,2,806.41,403.205,0.0
13708,210,1,296.88,296.88,0.0
13709,4,7,3618.23,516.89,2709.82
13711,158,2,252.06,126.03,0.0
13712,186,1,228.84,228.84,0.0
13715,220,5,1079.34,215.868,0.0
13716,208,1,138.28,138.28,0.0
13717,68,4,955.99,238.9975,489.02
13718,185,2,306.55,153.275,0.0
13719,144,2,338.74,169.37,702.94
13720,56,4,799.9,199.975,0.0
13722,71,3,2375.41,791.8033333333333,0.0
13723,156,1,199.85000000000002,199.85000000000002,0.0
13725,108,7,1865.7,266.5285714285714,114.86
13726,40,1,292.68,292.68,786.98
13728,46,5,797.02,159.404,219.12
13730,75,2,752.6,376.3,0.0
13731,158,2,610.59,305.295,0.0
13735,115,2,1409.69,704.845,1475.55
13736,199,1,357.53,357.53,374.37
13737,139,1,339.59999999999997,339.59999999999997,0.0
13740,180,1,350.75,350.75,0.0
13741,11,3,668.4300000000001,222.81000000000003,0.0
13742,29,11,2791.62,253.78363636363636,339.4
13743,28,6,1065.84,177.64,275.76
13744,34,2,1156.36,578.18,0.0
13745,101,1,300.04,300.04,0.0
13747,313,1,79.6,79.6,0.0
13748,35,5,948.25,189.65,0.0
13750,79,4,1316.63,329.1575,330.63
13751,227,1,296.25,296.25,0.0
13752,63,6,1186.28,197.71333333333334,0.0
13753,227,1,741.26,741.26,0.0
13754,91,2,282.59999999999997,141.29999999999998,0.0
13755,2,1,495.66,495.66,1665.69
13756,0,9,3265.32,362.81333333333333,1924.2
13758,140,5,2351.52,470.304,839.03
13759,10,1,560.4100000000001,560.4100000000001,99.0
13760,195,1,135.09,135.09,151.70000000000002
13761,119,1,491.71000000000004,491.71000000000004,578.9399999999999
13762,158,1,306.72,306.72,0.0
13763,2,1,1714.96,1714.96,0.0
13764,10,3,1521.76,507.25333333333333,0.0
13767,0,34,13683.68,402.46117647058827,3536.6800000000003
13769,31,8,2176.62,272.0775,619.89
13771,3,4,2634.45,658.6125,0.0
13772,36,2,686.22,343.11,445.91
13774,21,1,345.0,345.0,0.0
13777,17,27,13021.5,482.27777777777777,12955.66
13778,42,1,178.7,178.7,0.0
13780,110,1,116.28000000000002,116.28000000000002,243.73000000000002
13781,190,1,127.84,127.84,0.0
13782,8,4,630.44,157.61,281.56
13784,34,9,2124.15,236.01666666666668,338.64
13786,306,1,230.39999999999998,230.39999999999998,0.0
13787,15,2,309.04,154.52,0.0
13791,67,2,1516.0,758.0,0.0
13792,5,2,195.55,97.775,0.0
13798,3,47,32260.3,686.3893617021276,4893.55
13799,56,2,688.86,344.43,0.0
13800,249,1,558.32,558.32,0.0
13801,6,1,324.8,324.8,0.0
13802,78,3,4599.42,1533.14,0.0
13803,194,1,277.07,277.07,0.0
13804,18,5,2282.98,456.596,352.81
13805,68,1,500.24,500.24,424.36
13806,3,1,256.38,256.38,0.0
13807,306,1,112.6,112.6,0.0
13808,5,3,1362.4,454.1333333333334,385.26
13809,244,1,155.05,155.05,0.0
13811,123,3,814.5,271.5,0.0
13812,3,2,418.62,209.31,120.38
13813,10,3,959.32,319.77333333333337,407.54
13814,31,2,1579.12,789.56,0.0
13815,111,2,2977.75,1488.875,1049.61
13816,3,1,371.69,371.69,199.98000000000002
13817,291,1,128.7,128.7,254.28
13819,241,3,1140.35,380.1166666666666,0.0
13821,84,2,385.64,192.82,0.0
13823,31,1,650.42,650.42,307.24
13824,75,4,1429.84,357.46,269.1
13826,115,1,189.5,189.5,0.0
13827,73,2,300.76,150.38,111.29
13831,27,5,1795.59,359.118,407.4
13833,98,1,384.8,384.8,0.0
13835,94,2,537.34,268.67,297.23
13837,151,2,271.24,135.62,0.0
13838,57,3,479.59,159.86333333333332,212.14
13841,192,1,85.0,85.0,0.0
13842,11,8,2803.93,350.49125,581.6899999999999
13845,4,1,312.98,312.98,0.0
13846,181,2,663.9300000000001,331.96500000000003,201.13
13848,31,3,1255.0,418.3333333333333,0.0
13849,110,1,593.5799999999999,593.5799999999999,944.37
13850,68,1,1595.48,1595.48,0.0
13851,35,3,2651.46,883.82,0.0
13854,4,22,7088.12,322.1872727272727,1021.4
13856,108,3,388.5,129.5,0.0
13859,265,1,201.16,201.16,0.0
13860,26,1,405.88,405.88,840.02
13862,12,7,2089.7,298.5285714285714,119.66
13863,187,1,305.78,305.78,0.0
13865,76,3,383.34000000000003,127.78000000000002,118.22
13866,13,1,145.67000000000002,145.67000000000002,0.0
13867,14,2,592.84,296.42,422.45000000000005
13869,62,4,3104.95,776.2375,0.0
13870,41,5,2179.4700000000003,435.89400000000006,591.47
13871,31,9,4612.64,512.5155555555556,1790.6100000000001
13873,59,3,389.6,129.86666666666667,0.0
13874,297,1,540.45,540.45,0.0
13875,73,4,1424.8,356.2,361.99
13876,3,1,122.7,122.7,0.0
13877,25,1,117.24,117.24,0.0
13880,27,11,2501.02,227.36545454545455,718.75
13881,6,13,11621.34,893.9492307692308,5538.18
13882,3,1,192.76,192.76,998.37
13883,158,4,1742.78,435.695,931.7
13884,28,4,540.5,135.125,247.10000000000002
13885,128,2,506.8,253.4,0.0
13886,10,1,243.56,243.56,0.0
13887,143,1,349.55,349.55,0.0
13888,59,2,605.63,302.815,0.0
13889,32,1,416.90000000000003,416.90000000000003,0.0
13890,46,2,501.11,250.555,1382.7
13892,3,2,395.73,197.865,237.23999999999998
13893,237,1,821.1,821.1,0.0
13894,249,1,160.85,160.85,403.77000000000004
13895,6,3,1911.1100000000001,637.0366666666667,681.96
13898,265,1,155.93,155.93,0.0
13899,214,1,298.5,298.5,90.02
13900,122,3,740.95,246.98333333333335,0.0
13901,11,5,2867.2,573.4399999999999,0.0
13904,234,1,201.12,201.12,131.52
13908,19,4,2369.55,592.3875,0.0
13911,83,8,2437.63,304.70375,143.28
13917,131,1,65.38,65.38,206.66
13918,192,1,198.2,198.2,1014.64
13919,61,1,213.15,213.15,171.66
13922,291,1,172.25,172.25,0.0
13924,11,1,679.03,679.03,1159.82
13925,32,4,678.25,169.5625,0.0
13927,14,1,348.99,348.99,0.0
13928,46,2,225.45000000000002,112.72500000000001,239.12
13929,108,2,842.65,421.325,0.0
13930,76,1,210.0,210.0,127.33999999999999
13931,35,2,1237.53,618.765,0.0
13932,234,1,307.4,307.4,0.0
13933,48,2,608.7900000000001,304.39500000000004,0.0
13934,203,1,922.1,922.1,0.0
13936,119,1,376.58,376.58,0.0
13937,108,1,158.85,158.85,0.0
13939,48,2,390.21,195.105,178.34
13940,3,3,616.3,205.4333333333333,222.84
13941,29,4,3859.3,964.825,1253.66
13946,18,3,561.5699999999999,187.18999999999997,0.0
13947,4,1,90.6,90.6,0.0
13948,300,1,102.0,102.0,0.0
13949,5,3,1212.17,404.0566666666667,1215.15
13950,12,2,323.65999999999997,161.82999999999998,421.4
13951,115,3,674.45,224.8166666666667,0.0
13952,157,2,3251.071,1625.5355,0.0
13953,55,5,2604.36,520.8720000000001,911.32
13954,10,1,227.41,227.41,212.51
13955,93,2,322.96,161.48,0.0
13956,77,3,680.27,226.75666666666666,346.15
13959,18,3,598.2,199.4,0.0
13960,11,1,128.1,128.1,102.12
13962,185,1,117.6,117.6,51.95
13963,247,4,664.54,166.135,0.0
13967,85,1,80.7,80.7,0.0
13969,46,11,3911.35,355.5772727272727,5142.59
13971,45,6,1985.9,330.98333333333335,772.36
13972,10,2,190.25,95.125,0.0
13973,226,1,264.7,264.7,0.0
13975,67,4,1497.71,374.4275,1028.57
13976,146,1,357.98,357.98,0.0
13979,12,1,869.87,869.87,0.0
13982,102,3,1230.1399999999999,410.0466666666666,641.67
13983,28,9,2063.54,229.28222222222223,539.89
13984,65,4,819.33,204.8325,101.18
13985,11,8,3791.26,473.9075,3268.87
13988,12,4,3185.31,796.3275,962.65
13989,5,2,1266.08,633.04,0.0
13990,152,1,311.3,311.3,0.0
13991,14,2,340.29,170.145,515.68
13993,3,8,3092.71,386.58875,373.65
13994,6,4,1588.74,397.185,724.4
13995,55,3,871.9,290.6333333333333,521.79
13999,4,10,3177.41,317.741,724.4
14000,150,1,635.66,635.66,0.0
14001,172,2,1309.14,654.57,733.94
14002,73,2,529.73,264.865,0.0
14004,18,6,3769.4900000000002,628.2483333333333,813.15
14005,15,4,977.68,244.42,1897.04
14006,55,3,962.19,320.73,0.0
14009,137,2,695.61,347.805,0.0
14012,217,1,328.8,328.8,0.0
14013,49,3,473.02,157.67333333333332,0.0
14014,16,1,505.18,505.18,0.0
14016,101,4,4341.21,1085.3025,0.0
14019,37,2,800.53,400.265,621.0799999999999
14020,27,1,331.14,331.14,311.66
14021,94,3,631.9,210.63333333333333,0.0
14022,164,1,440.0,440.0,0.0
14023,189,1,273.14,273.14,310.93
14024,61,2,327.7,163.85,0.0
14027,0,1,104.82,104.82,0.0
14029,2,2,467.66,233.83,0.0
14030,28,7,1816.81,259.5442857142857,543.28
14031,6,16,14051.15,878.196875,3235.71
14032,26,7,2147.57,306.7957142857143,828.02
14034,96,2,473.90999999999997,236.95499999999998,177.91
14035,46,3,837.26,279.08666666666664,590.76
14036,224,1,626.65,626.65,0.0
14037,115,2,147.20000000000002,73.60000000000001,0.0
14038,17,3,1560.38,520.1266666666667,0.0
14040,0,11,3473.87,315.80636363636364,141.05
14041,205,1,141.41,141.41,0.0
14044,42,3,542.11,180.70333333333335,110.71000000000001
14045,48,4,1659.75,414.9375,0.0
14046,223,1,154.99,154.99,0.0
14047,12,4,957.46,239.365,351.15
14048,244,1,409.93,409.93,0.0
14049,98,3,3285.39,1095.1299999999999,2396.33
14050,45,1,485.98,485.98,260.38
14051,7,17,10245.79,602.6935294117648,5364.6
14053,63,2,260.25,130.125,0.0
14054,4,1,92.46,92.46,0.0
14055,45,1,725.6400000000001,725.6400000000001,0.0
14056,5,19,6169.2,324.69473684210527,2045.45
14057,6,16,5578.8,348.675,639.16
14059,206,1,183.6,183.6,0.0
14060,18,16,5135.6,320.975,1004.82
14062,11,11,9225.470000000001,838.679090909091,1239.38
14064,52,4,1097.6799999999998,274.41999999999996,256.06
14066,206,1,152.55,152.55,0.0
14067,3,2,374.7,187.35,0.0
14068,259,1,265.85,265.85,0.0
14071,199,2,356.81,178.405,1082.01
14075,200,1,307.92,307.92,634.34
14076,68,1,122.47,122.47,0.0
14077,17,4,366.7,91.675,132.72
14078,41,6,1049.37,174.89499999999998,0.0
14079,64,1,375.1,375.1,0.0
14081,241,2,934.52,467.26,0.0
14082,304,1,182.25,182.25,0.0
14083,65,7,548.92,78.41714285714285,469.51
14085,80,12,3248.19,270.6825,1200.35
14088,68,7,25507.89,3643.9842857142858,24983.920000000002
14090,264,1,76.32000000000001,76.32000000000001,0.0
14092,7,11,3096.59,281.5081818181818,980.32
14096,7,7,12187.69,1741.0985714285714,52977.1
14099,4,9,2673.1,297.0111111111111,431.07
14100,77,1,194.9,194.9,0.0
14101,13,6,5976.79,996.1316666666667,0.0
14104,94,2,216.20999999999998,108.10499999999999,0.0
14105,178,1,1266.23,1266.23,0.0
14107,35,6,2461.94,410.3233333333333,241.29
14108,41,1,291.33,291.33,306.58
14109,12,1,144.2,144.2,0.0
14110,6,8,4470.2300000000005,558.7787500000001,1212.92
14111,35,3,295.5,98.5,397.35
14112,70,4,1900.82,475.205,1014.33
14113,17,2,926.38,463.19,914.04
14114,213,2,386.53,193.265,0.0
14116,3,3,956.3199999999999,318.7733333333333,426.42
14117,83,1,90.0,90.0,0.0
14124,23,1,419.58000000000004,419.58000000000004,0.0
14125,17,1,1295.43,1295.43,1445.0
14127,62,3,709.71,236.57000000000002,0.0
14128,0,2,637.5,318.75,0.0
14129,35,3,726.23,242.07666666666668,397.63
14130,258,1,483.86,483.86,0.0
14132,26,6,1900.2,316.7,1685.83
14133,69,3,605.64,201.88,0.0
14135,15,11,3514.32,319.4836363636364,1175.99
14138,3,1,638.21,638.21,344.17
14141,13,2,489.31,244.655,425.82000000000005
14142,312,1,311.81,311.81,0.0
14143,73,1,115.8,115.8,0.0
14145,96,3,2851.2,950.4,891.0
14146,20,4,2965.84,741.46,1225.16
14147,17,2,483.4,241.7,0.0
14148,173,1,157.2,157.2,0.0
14149,160,1,446.62,446.62,0.0
14150,299,1,306.18,306.18,352.46000000000004
14152,14,2,621.29,310.645,0.0
14154,178,2,1345.62,672.81,0.0
14155,205,1,118.75,118.75,0.0
14156,0,44,106699.42,2424.9868181818183,10680.210000000001
14157,224,1,277.17,277.17,155.71
14159,21,8,3147.67,393.45875,1545.34
14161,155,3,1110.52,370.17333333333335,0.0
14162,113,2,289.36,144.68,0.0
14163,26,4,2445.91,611.4775,0.0
14164,10,2,1631.77,815.885,0.0
14165,215,1,122.53999999999999,122.53999999999999,0.0
14167,104,3,402.1,134.03333333333333,172.74
14171,37,1,363.79,363.79,0.0
14173,158,1,114.04,114.04,336.8
14175,110,2,1205.99,602.995,2016.31
14176,236,4,576.9000000000001,144.22500000000002,0.0
14177,25,4,559.41,139.8525,0.0
14178,6,4,692.1,173.025,928.83
14180,30,22,4258.92,193.58727272727273,489.6
14184,6,1,452.89,452.89,0.0
14185,270,1,197.65,197.65,0.0
14188,11,5,1717.96,343.592,336.40000000000003
14189,35,11,3267.92,297.08363636363634,1386.16
14191,20,8,2525.29,315.66125,2159.47
14193,7,2,853.39,426.695,0.0
14194,15,14,6975.96,498.28285714285715,4373.56
14195,141,2,1012.0,506.0,0.0
14196,46,1,335.52,335.52,0.0
14198,26,3,528.8,176.26666666666665,172.6
14199,157,1,185.39999999999998,185.39999999999998,0.0
14201,20,6,627.14,104.52333333333333,120.3
14205,203,1,222.9,222.9,243.8
14206,178,1,328.15999999999997,328.15999999999997,0.0
14208,34,1,151.74,151.74,0.0
14209,60,5,1876.33,375.26599999999996,197.10000000000002
14210,45,6,1905.8400000000001,317.64000000000004,0.0
14211,19,7,1339.09,191.29857142857142,902.01
14212,29,1,1070.48,1070.48,0.0
14214,95,3,899.16,299.71999999999997,105.22
14215,17,5,1343.91,268.78200000000004,445.81
14217,13,12,1469.67,122.47250000000001,535.3100000000001
14220,186,2,632.4,316.2,0.0
14221,20,8,3088.89,386.11125,343.90999999999997
14222,116,1,683.17,683.17,0.0
14223,31,3,991.13,330.37666666666667,0.0
14224,49,4,1050.12,262.53,0.0
14226,10,3,1895.17,631.7233333333334,337.02000000000004
14227,25,9,3031.9,336.8777777777778,319.06
14229,231,2,762.13,381.065,785.0699999999999
14231,123,3,925.71,308.57,0.0
14232,54,4,1573.33,393.3325,474.74
14233,151,3,959.1,319.7,503.62
14235,14,5,3144.86,628.972,0.0
14236,20,2,490.86,245.43,0.0
14237,312,1,161.0,161.0,0.0
14238,265,1,146.85,146.85,0.0
14239,10,10,2219.39,221.939,161.46
14240,165,1,226.85,226.85,663.49
14241,123,1,213.70000000000002,213.70000000000002,0.0
14242,174,2,280.55,140.275,0.0
14243,34,8,2305.95,288.24375,282.82
14245,159,2,1693.45,846.725,0.0
14246,50,3,1474.06,491.3533333333333,0.0
14247,217,1,136.76999999999998,136.76999999999998,0.0
14248,257,1,302.58,302.58,0.0
14250,28,1,1228.83,1228.83,675.22
14256,199,2,969.0600000000001,484.53000000000003,0.0
14257,3,5,3099.7200000000003,619.9440000000001,0.0
14258,29,8,11298.380000000001,1412.2975000000001,1371.6
14259,81,1,120.0,120.0,0.0
14261,18,1,943.75,943.75,219.7
14262,23,4,1379.3,344.825,1238.93
14264,94,2,333.97,166.985,0.0
14265,48,2,530.18,265.09,0.0
14267,102,3,1516.24,505.41333333333336,0.0
14270,271,1,492.65000000000003,492.65000000000003,0.0
14271,165,1,112.32,112.32,0.0
14272,13,2,437.96,218.98,0.0
14273,75,3,450.05,150.01666666666668,109.92
14276,38,3,1119.74,373.24666666666667,0.0
14277,151,1,1637.43,1637.43,2578.77
14280,136,1,134.04,134.04,0.0
14282,20,10,2796.74,279.674,932.6
14284,25,1,252.1,252.1,343.15
14285,15,2,1253.43,626.715,656.58
14286,182,1,2050.08,2050.08,2578.67
14287,138,2,83.28,41.64,93.35
14288,152,1,426.6,426.6,0.0
14289,74,5,832.78,166.55599999999998,78.48
14290,7,3,1799.6000000000001,599.8666666666667,515.0500000000001
14291,6,8,2965.96,370.745,917.2900000000001
14292,27,5,3143.9500000000003,628.7900000000001,1727.98
14293,86,3,739.41,246.47,307.15000000000003
14297,0,2,710.1,355.05,595.23
14298,11,41,44237.46,1078.9624390243903,7289.84
14299,18,6,2843.49,473.91499999999996,1122.13
14301,56,1,640.14,640.14,0.0
14304,162,1,383.45,383.45,0.0
14305,10,3,1858.96,619.6533333333333,0.0
14306,25,1,1702.94,1702.94,390.38
14307,28,6,2995.72,499.28666666666663,0.0
14309,33,7,1633.7,233.3857142857143,718.83
14311,182,1,310.26,310.26,0.0
14312,30,5,1047.19,209.43800000000002,564.4
14314,46,1,120.0,120.0,0.0
14315,68,5,1550.15,310.03000000000003,930.98
14317,4,1,508.58000000000004,508.58000000000004,0.0
14320,146,2,477.79,238.895,0.0
14321,13,4,1230.59,307.6475,300.16
14323,54,2,605.0600000000001,302.53000000000003,0.0
14326,181,1,183.85,183.85,0.0
14327,102,1,311.65,311.65,0.0
14329,48,4,3485.03,871.2575,1529.81
14331,63,2,462.65999999999997,231.32999999999998,0.0
14332,5,2,585.34,292.67,280.97
14333,7,1,415.2,415.2,0.0
14334,33,7,2328.71,332.67285714285714,223.5
